SquareFeet,PropertyType,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Floors,Garage,Price
119060,Agricultural Land,0,0.0,Suburban,1950,0,0,15249000.0
1920,Independent House,2,2.0,Suburban,2020,2,1,16954000.0
1841,Independent House,3,3.5,Downtown,1994,1,1,18200000.0
3025,Villa,4,2.5,Downtown,1977,1,1,29804000.0
1343,Independent House,3,1.5,Downtown,1969,2,1,14730000.0
207195,Agricultural Land,0,0.0,Downtown,1950,0,0,27211000.0
72504,Agricultural Land,0,0.0,Downtown,1950,0,0,12827000.0
1444,Independent House,2,1.5,Suburban,1998,1,1,14025000.0
821,Apartment,1,2.0,Downtown,2006,3,1,9868000.0
1591,Independent House,3,3.0,Suburban,2008,3,1,15826000.0
152895,Agricultural Land,0,0.0,Rural,1950,0,0,16843000.0
1617,Apartment,2,2.5,Downtown,1975,2,1,13471000.0
3863,Villa,3,4.0,Rural,1968,3,1,32588000.0
3247,Villa,4,1.0,Suburban,1962,2,0,29874000.0
3845,Villa,3,1.5,Suburban,2023,2,1,33911000.0
1123,Apartment,2,1.0,Downtown,2011,2,1,11502000.0
4650,Villa,3,2.5,Downtown,1963,1,1,39886000.0
102237,Agricultural Land,0,0.0,Suburban,1950,0,0,13036000.0
827,Apartment,3,1.0,Downtown,2022,1,1,10287000.0
1607,Apartment,3,1.0,Downtown,1960,1,0,12721000.0
62704,Agricultural Land,0,0.0,Downtown,1950,0,0,11340000.0
1408,Apartment,1,2.0,Suburban,2016,1,0,11017000.0
112736,Agricultural Land,0,0.0,Downtown,1950,0,0,16943000.0
2306,Independent House,4,2.0,Suburban,1961,2,0,19311000.0
1003,Apartment,2,2.5,Downtown,1984,1,1,10031000.0
161557,Agricultural Land,0,0.0,Suburban,1950,0,0,19833000.0
2672,Independent House,2,2.0,Downtown,1988,3,0,21730000.0
1436,Independent House,2,2.0,Suburban,1981,3,1,14295000.0
1828,Independent House,3,2.0,Suburban,1963,1,0,15338000.0
1258,Independent House,3,3.0,Suburban,2014,3,1,14202000.0
702,Apartment,1,2.0,Downtown,1976,3,0,8067000.0
1992,Independent House,3,1.5,Suburban,2009,1,1,17402000.0
159834,Agricultural Land,0,0.0,Downtown,1950,0,0,21883000.0
1724,Apartment,1,1.5,Suburban,1992,2,0,12002000.0
3021,Villa,4,1.5,Downtown,2014,2,1,30261000.0
1412,Apartment,1,3.0,Suburban,2004,2,0,11115000.0
1725,Penthouse,4,1.0,Downtown,1984,1,0,18643000.0
1542,Apartment,2,3.5,Downtown,1981,2,1,13160000.0
19642,Agricultural Land,0,0.0,Suburban,1950,0,0,4217000.0
2144,Independent House,4,1.5,Rural,1968,2,0,16303000.0
1105,Apartment,3,3.0,Suburban,1988,3,1,10996000.0
1413,Apartment,3,2.5,Suburban,1969,2,1,11077000.0
1366,Apartment,2,2.0,Suburban,1977,1,1,11253000.0
1990,Independent House,2,2.5,Suburban,1952,2,1,17184000.0
1217,Apartment,2,1.5,Downtown,1981,3,1,11464000.0
3259,Penthouse,3,2.0,Downtown,2007,3,1,28970000.0
3320,Independent House,3,1.5,Rural,2003,3,1,22866000.0
831,Apartment,3,2.0,Suburban,1991,3,0,9030000.0
4615,Villa,5,2.5,Suburban,1964,2,1,39449000.0
2295,Villa,3,1.5,Suburban,2011,3,1,24391000.0
1647,Apartment,1,3.0,Suburban,1980,3,0,11875000.0
1732,Apartment,3,2.0,Suburban,2010,3,1,13462000.0
1101,Apartment,3,2.0,Suburban,1975,2,1,9872000.0
3872,Villa,4,3.5,Downtown,2018,1,0,35714000.0
4135,Villa,5,2.5,Suburban,2006,3,0,36953000.0
1337,Independent House,3,2.5,Suburban,1969,3,1,14030000.0
3401,Penthouse,4,2.5,Rural,2015,3,1,27609000.0
3437,Penthouse,4,3.5,Suburban,1970,2,1,29461000.0
2817,Independent House,4,1.5,Suburban,2009,2,1,22595000.0
111906,Agricultural Land,0,0.0,Downtown,1950,0,0,16075000.0
826,Apartment,1,2.5,Downtown,2012,3,1,9958000.0
919,Apartment,1,2.0,Rural,2000,1,1,6576000.0
1515,Apartment,3,1.0,Suburban,1988,3,0,12005000.0
685,Apartment,2,1.0,Suburban,1960,1,1,6875000.0
1925,Independent House,3,1.5,Suburban,2006,1,0,17128000.0
32474,Agricultural Land,0,0.0,Downtown,1950,0,0,7752000.0
1466,Apartment,2,2.0,Suburban,1952,2,0,10862000.0
1032,Apartment,3,3.0,Downtown,1986,2,1,11327000.0
1998,Independent House,4,2.5,Suburban,1974,2,1,17647000.0
115289,Agricultural Land,0,0.0,Suburban,1950,0,0,14161000.0
1198,Apartment,1,2.0,Downtown,1970,1,1,11213000.0
3450,Independent House,2,1.0,Rural,1991,1,1,22527000.0
995,Apartment,3,1.5,Rural,1950,1,1,7190000.0
1014,Apartment,1,2.0,Downtown,1972,2,0,9754000.0
148166,Agricultural Land,0,0.0,Rural,1950,0,0,16310000.0
50678,Agricultural Land,0,0.0,Suburban,1950,0,0,7201000.0
1140,Apartment,2,2.5,Suburban,1973,2,1,9539000.0
121548,Agricultural Land,0,0.0,Rural,1950,0,0,13437000.0
3745,Villa,4,1.0,Suburban,1996,2,1,33398000.0
74256,Agricultural Land,0,0.0,Suburban,1950,0,0,10599000.0
1083,Independent House,4,2.0,Rural,1956,3,1,10650000.0
1270,Independent House,3,3.5,Suburban,1987,1,1,13996000.0
3291,Independent House,4,2.5,Suburban,1996,1,1,24527000.0
2187,Villa,4,2.5,Suburban,1984,3,0,23564000.0
813,Apartment,3,2.5,Suburban,2011,1,1,9275000.0
1417,Apartment,2,1.5,Suburban,2022,1,1,11574000.0
1789,Apartment,2,1.0,Suburban,1952,3,0,12506000.0
1858,Villa,3,3.0,Suburban,1969,1,0,20530000.0
1482,Apartment,1,2.5,Downtown,1993,2,1,12446000.0
2642,Villa,3,2.0,Downtown,1981,3,1,27085000.0
107259,Agricultural Land,0,0.0,Suburban,1950,0,0,14010000.0
722,Apartment,1,1.5,Suburban,1975,1,0,6792000.0
3236,Villa,3,2.5,Suburban,1997,2,1,30145000.0
2162,Independent House,2,1.0,Suburban,1954,1,1,16991000.0
172461,Agricultural Land,0,0.0,Rural,1950,0,0,18903000.0
1038,Apartment,3,1.0,Downtown,2008,3,1,10940000.0
4869,Villa,5,1.5,Rural,2010,2,1,39954000.0
2061,Penthouse,3,2.0,Downtown,1998,1,1,20880000.0
14455,Agricultural Land,0,0.0,Suburban,1950,0,0,3796000.0
3537,Villa,5,1.0,Suburban,1979,3,0,32565000.0
1904,Independent House,2,1.0,Suburban,1966,1,1,15956000.0
2194,Villa,5,2.5,Downtown,2019,1,1,25412000.0
129935,Agricultural Land,0,0.0,Downtown,1950,0,0,18663000.0
2716,Independent House,3,2.0,Suburban,2007,2,1,21552000.0
1534,Apartment,3,2.0,Suburban,2012,1,1,12752000.0
21865,Agricultural Land,0,0.0,Rural,1950,0,0,2941000.0
3235,Villa,5,2.0,Suburban,2010,3,1,31360000.0
1874,Villa,5,4.0,Rural,2012,3,1,20380000.0
894,Apartment,2,1.0,Downtown,1964,2,0,9512000.0
1820,Villa,3,1.5,Downtown,1950,2,1,21840000.0
2038,Independent House,4,2.5,Suburban,1962,1,0,17560000.0
3034,Villa,5,1.0,Rural,1997,3,1,27781000.0
1159,Apartment,2,2.0,Suburban,1983,2,1,9940000.0
2909,Villa,3,2.0,Downtown,1979,1,1,28664000.0
111892,Agricultural Land,0,0.0,Downtown,1950,0,0,17001000.0
971,Apartment,3,4.0,Suburban,1968,1,1,9927000.0
71684,Agricultural Land,0,0.0,Suburban,1950,0,0,9811000.0
1817,Independent House,3,3.0,Suburban,2013,3,0,16868000.0
161330,Agricultural Land,0,0.0,Suburban,1950,0,0,19752000.0
2592,Penthouse,3,3.5,Suburban,2015,3,0,24068000.0
2283,Independent House,2,1.0,Rural,2006,1,1,16480000.0
3811,Villa,5,3.0,Suburban,1993,3,1,35930000.0
110945,Agricultural Land,0,0.0,Suburban,1950,0,0,13993000.0
1520,Independent House,4,1.0,Rural,1961,1,1,11904000.0
970,Apartment,3,2.5,Suburban,1989,1,0,9100000.0
3242,Villa,5,2.5,Suburban,1973,3,1,31090000.0
1600,Penthouse,4,1.5,Rural,1960,2,1,15676000.0
2160,Penthouse,4,2.5,Downtown,2015,1,0,22142000.0
3477,Penthouse,4,1.0,Suburban,1950,3,0,28299000.0
2681,Independent House,4,1.5,Downtown,2007,1,1,22964000.0
3388,Penthouse,4,3.5,Downtown,1977,1,1,29895000.0
1567,Apartment,1,1.5,Downtown,2017,1,1,12743000.0
1242,Independent House,4,1.0,Downtown,2008,3,1,14833000.0
1352,Apartment,1,2.0,Suburban,2020,3,0,11502000.0
1111,Apartment,1,3.0,Rural,1971,3,1,7749000.0
3273,Independent House,2,1.0,Suburban,1978,2,0,23503000.0
2541,Independent House,3,2.0,Suburban,2023,1,1,20222000.0
4061,Villa,3,3.0,Suburban,2018,2,1,35941000.0
3114,Independent House,2,1.0,Rural,1994,1,1,21752000.0
1395,Independent House,3,1.5,Rural,2019,3,1,13162000.0
1211,Apartment,1,2.5,Rural,1966,1,0,7556000.0
2260,Independent House,2,2.0,Rural,1988,1,0,16571000.0
1369,Apartment,3,3.0,Downtown,1989,1,1,13020000.0
1006,Apartment,1,1.0,Suburban,1977,2,1,9451000.0
4772,Villa,3,3.5,Suburban,1951,3,1,40355000.0
3672,Villa,3,3.5,Suburban,1976,3,1,33707000.0
3303,Villa,3,1.5,Suburban,1970,1,0,29001000.0
3269,Independent House,2,1.0,Downtown,1956,3,1,25017000.0
2179,Independent House,3,4.0,Downtown,2010,2,1,20271000.0
90155,Agricultural Land,0,0.0,Rural,1950,0,0,10285000.0
2181,Independent House,2,2.0,Suburban,2001,2,1,18464000.0
1976,Independent House,2,2.0,Downtown,1997,3,1,18947000.0
1605,Apartment,2,2.5,Downtown,1968,2,1,13758000.0
970,Apartment,2,2.5,Suburban,2022,2,1,9422000.0
2367,Independent House,2,3.0,Suburban,1961,3,1,18745000.0
1228,Independent House,2,1.5,Suburban,2020,3,0,13007000.0
3327,Independent House,2,1.5,Downtown,1951,1,1,25111000.0
2893,Independent House,4,3.0,Downtown,1966,1,0,23644000.0
3113,Villa,5,3.0,Suburban,2024,2,1,30643000.0
3203,Penthouse,4,2.5,Suburban,2025,3,1,28527000.0
2570,Penthouse,3,4.0,Downtown,1952,2,1,24941000.0
2774,Villa,4,2.5,Suburban,1970,3,1,27516000.0
153385,Agricultural Land,0,0.0,Suburban,1950,0,0,19059000.0
1357,Apartment,1,1.5,Suburban,2000,2,1,11052000.0
1647,Apartment,2,3.0,Downtown,1959,2,1,13653000.0
920,Apartment,2,2.0,Suburban,2004,2,1,9708000.0
4121,Villa,4,1.0,Rural,1985,1,0,32997000.0
184804,Agricultural Land,0,0.0,Rural,1950,0,0,21024000.0
1267,Apartment,1,1.5,Suburban,2000,3,1,10920000.0
136449,Agricultural Land,0,0.0,Suburban,1950,0,0,17657000.0
1310,Apartment,1,2.5,Downtown,2023,2,1,11883000.0
92875,Agricultural Land,0,0.0,Suburban,1950,0,0,12111000.0
2930,Independent House,3,4.0,Suburban,1966,1,1,22802000.0
1345,Apartment,3,1.5,Suburban,2010,2,0,11378000.0
1674,Independent House,4,1.5,Suburban,2024,2,1,16240000.0
715,Apartment,3,2.0,Suburban,1962,3,0,8118000.0
1204,Apartment,2,3.0,Rural,2014,2,1,9371000.0
1665,Apartment,1,2.5,Downtown,2023,3,1,14285000.0
3319,Penthouse,4,2.0,Downtown,1997,1,1,28969000.0
3426,Independent House,3,2.5,Suburban,2019,1,1,26262000.0
1065,Apartment,3,1.5,Downtown,1996,2,1,11001000.0
4127,Villa,3,2.0,Suburban,1959,1,1,34918000.0
2417,Villa,4,1.5,Downtown,2006,3,0,26040000.0
717,Apartment,2,3.0,Suburban,1962,3,1,8051000.0
3356,Independent House,4,1.0,Suburban,2010,1,1,25211000.0
699,Apartment,2,2.5,Downtown,2007,3,1,10547000.0
860,Apartment,1,1.5,Downtown,2017,3,1,9788000.0
2792,Villa,5,2.0,Suburban,1978,2,0,27762000.0
885,Apartment,3,1.5,Suburban,1965,2,1,9438000.0
3375,Independent House,2,1.5,Suburban,2012,3,1,24954000.0
4974,Villa,5,1.5,Suburban,1996,1,0,41478000.0
662,Apartment,2,2.5,Suburban,1992,3,1,8298000.0
1686,Independent House,3,2.0,Suburban,1972,2,0,15150000.0
1337,Apartment,3,2.5,Downtown,1979,1,1,11896000.0
84319,Agricultural Land,0,0.0,Suburban,1950,0,0,11681000.0
2958,Independent House,2,2.0,Downtown,2006,3,1,24088000.0
2713,Penthouse,4,2.0,Rural,1979,1,1,22157000.0
2894,Independent House,2,2.0,Suburban,2016,1,1,22196000.0
1075,Apartment,2,4.0,Suburban,2005,1,1,10225000.0
3285,Villa,4,2.0,Suburban,1973,3,1,30906000.0
45603,Agricultural Land,0,0.0,Rural,1950,0,0,4947000.0
2285,Villa,5,1.5,Rural,2025,2,1,22764000.0
3167,Penthouse,3,3.5,Suburban,1957,1,0,26554000.0
23432,Agricultural Land,0,0.0,Downtown,1950,0,0,6287000.0
1735,Apartment,1,1.5,Rural,1993,1,0,9995000.0
1008,Apartment,3,3.0,Downtown,1983,3,0,10928000.0
2830,Villa,4,1.5,Rural,1984,2,1,25761000.0
2765,Independent House,3,2.5,Suburban,1999,2,1,22045000.0
2167,Penthouse,4,1.5,Rural,1966,3,1,19550000.0
9539,Agricultural Land,0,0.0,Rural,1950,0,0,645000.0
1875,Independent House,2,3.5,Downtown,1951,1,0,16914000.0
966,Apartment,1,2.0,Suburban,2003,3,0,9081000.0
2501,Penthouse,4,1.5,Downtown,1993,2,1,24885000.0
849,Apartment,2,1.0,Downtown,1998,1,0,8969000.0
3439,Penthouse,4,2.0,Suburban,1951,1,1,28105000.0
2618,Independent House,4,2.5,Downtown,2021,2,1,23370000.0
3063,Villa,5,2.0,Suburban,2019,1,1,30479000.0
979,Apartment,1,1.5,Rural,1958,3,0,6932000.0
2671,Villa,3,2.0,Suburban,1950,2,1,26426000.0
1834,Independent House,3,2.0,Downtown,2018,2,1,18282000.0
1918,Independent House,3,1.5,Rural,1958,1,1,14410000.0
1054,Apartment,1,1.5,Rural,1963,2,1,7511000.0
4213,Villa,4,2.5,Suburban,1976,3,1,36824000.0
54935,Agricultural Land,0,0.0,Suburban,1950,0,0,7740000.0
1002,Apartment,1,4.0,Rural,1958,2,1,7341000.0
657,Apartment,1,1.5,Downtown,1985,1,1,8190000.0
1120,Apartment,3,2.5,Rural,1952,2,1,7844000.0
3127,Villa,3,1.0,Rural,1972,1,1,26945000.0
2938,Villa,4,2.0,Rural,2022,1,1,26586000.0
1209,Independent House,4,2.0,Downtown,1979,3,0,14553000.0
1664,Apartment,3,1.5,Rural,1968,2,1,10791000.0
1815,Independent House,3,2.0,Suburban,2016,3,1,16495000.0
3220,Independent House,3,3.0,Suburban,1999,3,0,24870000.0
1233,Independent House,3,3.5,Rural,1997,2,1,12461000.0
10918,Agricultural Land,0,0.0,Downtown,1950,0,0,5885000.0
1392,Apartment,1,1.0,Suburban,1952,3,0,9128000.0
4910,Villa,5,1.5,Rural,2015,3,0,39788000.0
3166,Independent House,2,4.0,Rural,1976,1,0,20867000.0
1334,Independent House,2,1.5,Rural,1989,3,0,11638000.0
3159,Villa,3,2.5,Downtown,1967,2,0,30672000.0
3439,Villa,3,1.5,Suburban,1976,1,1,31002000.0
32883,Agricultural Land,0,0.0,Downtown,1950,0,0,7124000.0
923,Apartment,3,2.0,Suburban,1960,3,1,9304000.0
1610,Apartment,3,1.5,Downtown,1988,3,0,13373000.0
3590,Villa,3,3.0,Suburban,1968,2,1,32393000.0
1283,Independent House,3,3.0,Suburban,1956,3,1,13624000.0
812,Apartment,3,1.5,Rural,2006,2,1,7307000.0
1528,Apartment,1,3.0,Suburban,1951,3,1,11599000.0
1351,Apartment,2,2.0,Suburban,1987,3,0,11531000.0
33903,Agricultural Land,0,0.0,Suburban,1950,0,0,5849000.0
1645,Apartment,2,1.0,Suburban,1954,2,1,11736000.0
704,Apartment,1,2.5,Suburban,1985,1,1,7548000.0
1369,Apartment,3,2.0,Downtown,2017,2,1,13511000.0
2959,Independent House,3,1.5,Suburban,2006,1,1,23098000.0
978,Apartment,3,1.5,Rural,1969,1,0,6045000.0
1712,Independent House,4,4.0,Downtown,1954,2,1,17205000.0
824,Apartment,2,3.0,Downtown,1973,2,0,9393000.0
3237,Penthouse,3,3.0,Suburban,1979,3,1,28192000.0
1337,Apartment,2,1.0,Rural,1977,3,1,9269000.0
1235,Independent House,3,2.5,Downtown,2002,1,1,14893000.0
145189,Agricultural Land,0,0.0,Rural,1950,0,0,16511000.0
3692,Villa,5,1.5,Rural,2000,3,0,32137000.0
3491,Independent House,2,4.0,Downtown,1956,2,1,26840000.0
1222,Apartment,3,1.0,Downtown,1991,1,1,11984000.0
1629,Apartment,2,2.0,Suburban,1984,3,1,12757000.0
3059,Villa,3,2.0,Rural,1983,3,1,27346000.0
121871,Agricultural Land,0,0.0,Suburban,1950,0,0,15260000.0
2548,Villa,3,3.0,Suburban,2022,2,1,25966000.0
3202,Independent House,2,2.5,Downtown,2025,2,0,25038000.0
4104,Villa,3,2.0,Suburban,2003,3,1,35979000.0
3282,Independent House,2,2.0,Suburban,1978,1,0,23832000.0
1099,Apartment,2,3.0,Suburban,1959,1,0,9828000.0
3336,Independent House,3,1.0,Suburban,1976,2,1,24278000.0
101639,Agricultural Land,0,0.0,Downtown,1950,0,0,16239000.0
1308,Apartment,2,3.0,Suburban,1962,2,1,10806000.0
2584,Villa,5,3.5,Downtown,1991,2,0,27819000.0
1493,Apartment,1,1.0,Downtown,1986,3,1,12684000.0
3345,Independent House,2,1.0,Rural,2010,3,1,22578000.0
736,Apartment,2,1.5,Downtown,1970,2,0,8598000.0
3423,Independent House,2,1.0,Suburban,1952,1,1,24009000.0
1586,Penthouse,4,2.0,Downtown,1957,2,1,18348000.0
1036,Apartment,3,2.5,Downtown,2019,2,1,11430000.0
3133,Villa,3,2.0,Suburban,1966,1,1,28883000.0
3119,Penthouse,3,1.5,Downtown,1959,1,1,27125000.0
154726,Agricultural Land,0,0.0,Downtown,1950,0,0,21125000.0
1363,Apartment,3,2.5,Rural,1962,1,1,9469000.0
1701,Independent House,3,2.5,Downtown,1961,1,1,16137000.0
1541,Apartment,2,3.5,Downtown,2015,3,1,14327000.0
160208,Agricultural Land,0,0.0,Rural,1950,0,0,17868000.0
73845,Agricultural Land,0,0.0,Downtown,1950,0,0,12508000.0
2711,Independent House,2,1.0,Suburban,2023,3,0,20768000.0
2531,Penthouse,3,2.5,Downtown,1972,2,1,24158000.0
1806,Independent House,3,3.5,Downtown,2014,3,1,18644000.0
2034,Villa,4,2.0,Suburban,2001,2,1,22571000.0
1274,Apartment,2,2.0,Rural,2010,2,0,8274000.0
2060,Penthouse,4,1.5,Downtown,1975,1,1,21354000.0
637,Apartment,1,3.0,Suburban,1964,1,1,7068000.0
2659,Penthouse,3,2.0,Downtown,1971,3,1,25375000.0
2321,Penthouse,3,3.5,Downtown,2014,3,0,24060000.0
2220,Villa,4,3.0,Rural,1975,3,1,22121000.0
947,Apartment,3,2.0,Downtown,1970,3,1,10867000.0
1702,Apartment,1,2.0,Rural,1973,1,1,10412000.0
1347,Apartment,2,1.0,Downtown,1965,1,0,11239000.0
2918,Independent House,3,1.5,Rural,1981,3,1,20708000.0
872,Apartment,1,2.5,Suburban,1965,2,0,7615000.0
194516,Agricultural Land,0,0.0,Rural,1950,0,0,21428000.0
2901,Independent House,3,2.5,Downtown,1991,1,1,24137000.0
907,Apartment,2,2.0,Suburban,1981,1,0,8733000.0
2397,Independent House,4,3.0,Suburban,1999,1,0,20172000.0
2824,Independent House,3,1.5,Suburban,1990,1,1,21471000.0
4291,Villa,3,2.0,Rural,1973,3,1,34460000.0
2228,Independent House,4,2.0,Suburban,1962,3,1,18710000.0
129394,Agricultural Land,0,0.0,Rural,1950,0,0,14464000.0
2220,Independent House,2,1.5,Suburban,2024,2,1,18832000.0
14838,Agricultural Land,0,0.0,Suburban,1950,0,0,4107000.0
137949,Agricultural Land,0,0.0,Rural,1950,0,0,15013000.0
1744,Apartment,2,3.5,Downtown,1959,1,0,13584000.0
83982,Agricultural Land,0,0.0,Suburban,1950,0,0,11728000.0
1424,Apartment,3,2.5,Rural,1991,3,0,9425000.0
1738,Penthouse,4,2.0,Suburban,1990,3,1,19074000.0
3349,Independent House,4,2.0,Downtown,1952,1,1,25266000.0
101199,Agricultural Land,0,0.0,Suburban,1950,0,0,13028000.0
148523,Agricultural Land,0,0.0,Rural,1950,0,0,17127000.0
1732,Penthouse,3,1.5,Rural,2004,3,1,16830000.0
1694,Penthouse,4,2.0,Rural,1965,3,1,16841000.0
1506,Apartment,3,2.5,Suburban,1993,3,1,12784000.0
1635,Apartment,1,3.5,Suburban,1979,2,1,12580000.0
1920,Independent House,3,3.0,Downtown,1986,3,1,18202000.0
1288,Apartment,2,1.5,Downtown,2009,1,1,12585000.0
1976,Villa,5,2.0,Downtown,1973,1,1,23859000.0
816,Apartment,2,1.0,Downtown,1975,1,0,8643000.0
158666,Agricultural Land,0,0.0,Rural,1950,0,0,18113000.0
2429,Villa,3,1.0,Rural,2007,3,0,22992000.0
1663,Penthouse,4,2.0,Suburban,1958,2,0,17870000.0
652,Apartment,1,2.0,Rural,2010,3,1,5963000.0
59546,Agricultural Land,0,0.0,Rural,1950,0,0,6720000.0
164430,Agricultural Land,0,0.0,Suburban,1950,0,0,20609000.0
3432,Independent House,2,1.5,Suburban,1968,1,1,24507000.0
1855,Villa,4,2.5,Downtown,1977,2,1,22748000.0
1617,Penthouse,4,2.5,Suburban,1956,2,1,18296000.0
1499,Apartment,1,1.5,Downtown,1994,3,1,13197000.0
1797,Independent House,2,2.5,Suburban,2012,1,0,15582000.0
1779,Independent House,2,1.5,Rural,1986,3,1,13816000.0
1615,Apartment,1,2.0,Suburban,1965,1,1,11335000.0
2438,Independent House,4,3.0,Downtown,1954,2,1,21441000.0
1454,Apartment,2,2.0,Suburban,1978,3,0,11271000.0
1307,Apartment,3,3.5,Suburban,2001,2,0,11396000.0
1703,Apartment,1,1.0,Downtown,1972,1,1,12968000.0
190242,Agricultural Land,0,0.0,Downtown,1950,0,0,25338000.0
2500,Independent House,3,2.0,Rural,1955,2,0,17482000.0
213619,Agricultural Land,0,0.0,Downtown,1950,0,0,28089000.0
2760,Independent House,2,2.0,Rural,1985,2,1,18973000.0
1716,Apartment,2,2.5,Suburban,2006,2,0,12490000.0
1191,Independent House,4,3.0,Suburban,1982,3,1,13589000.0
2018,Independent House,3,2.5,Downtown,1998,1,1,18545000.0
1726,Apartment,1,2.5,Suburban,1990,2,1,12757000.0
2195,Villa,4,1.5,Rural,2004,2,0,21271000.0
1630,Apartment,2,2.0,Downtown,1975,2,1,13134000.0
4487,Villa,5,2.5,Downtown,1986,2,1,39777000.0
2818,Villa,3,2.0,Downtown,1966,1,1,28114000.0
1166,Apartment,2,4.0,Suburban,1981,1,0,10439000.0
830,Apartment,3,1.5,Suburban,1977,3,1,8721000.0
2373,Penthouse,4,2.0,Downtown,1974,1,0,23100000.0
1239,Independent House,2,2.0,Suburban,1996,1,1,12674000.0
689,Apartment,2,3.0,Suburban,1971,2,1,7964000.0
121735,Agricultural Land,0,0.0,Rural,1950,0,0,14120000.0
832,Apartment,2,3.5,Suburban,2010,3,0,9938000.0
2153,Villa,4,1.5,Downtown,1993,3,0,24252000.0
206303,Agricultural Land,0,0.0,Downtown,1950,0,0,26840000.0
1038,Apartment,2,1.0,Suburban,1969,2,1,9290000.0
944,Apartment,1,2.0,Downtown,1999,3,0,10105000.0
1263,Apartment,3,2.0,Suburban,1996,1,1,11169000.0
1256,Apartment,3,4.0,Suburban,1996,3,1,11793000.0
729,Apartment,2,2.0,Suburban,2021,2,1,8497000.0
3988,Villa,3,1.5,Suburban,2000,3,0,34979000.0
1014,Apartment,1,2.0,Suburban,2004,3,0,9338000.0
2116,Independent House,2,2.0,Suburban,1988,3,1,17849000.0
62429,Agricultural Land,0,0.0,Rural,1950,0,0,7104000.0
3479,Penthouse,4,3.0,Suburban,1963,2,1,29218000.0
3478,Villa,3,1.0,Suburban,2018,1,1,30695000.0
822,Apartment,1,1.5,Suburban,1996,3,1,8405000.0
2543,Villa,3,4.0,Downtown,1970,1,1,27090000.0
1462,Independent House,3,1.5,Downtown,1964,1,0,14702000.0
2568,Independent House,4,2.5,Rural,1950,1,1,18226000.0
1763,Apartment,3,2.0,Rural,1959,3,0,10798000.0
137395,Agricultural Land,0,0.0,Suburban,1950,0,0,17212000.0
2046,Independent House,3,2.0,Suburban,1972,1,0,16771000.0
1458,Apartment,3,1.0,Downtown,1967,3,1,12974000.0
1664,Independent House,2,1.5,Suburban,2007,3,1,15659000.0
2356,Independent House,2,2.0,Rural,2022,3,1,17322000.0
2514,Penthouse,4,1.5,Rural,2001,1,1,21555000.0
3932,Villa,5,2.0,Suburban,1995,3,1,35923000.0
2120,Penthouse,4,1.5,Suburban,1962,2,1,20714000.0
1654,Apartment,1,2.5,Suburban,1966,2,0,11818000.0
2764,Independent House,2,3.5,Suburban,2016,2,0,21619000.0
3287,Independent House,4,1.0,Suburban,2010,3,1,25010000.0
962,Apartment,2,1.5,Suburban,2014,2,1,9331000.0
1421,Apartment,3,3.0,Downtown,2002,3,1,13868000.0
2912,Penthouse,4,2.5,Suburban,1954,3,1,25917000.0
1267,Apartment,3,1.0,Suburban,1981,3,1,10362000.0
2880,Independent House,4,2.0,Rural,1994,1,1,20124000.0
698,Apartment,3,1.5,Rural,2005,2,1,6187000.0
646,Apartment,2,1.5,Suburban,1954,3,1,7284000.0
1438,Apartment,2,3.5,Suburban,2025,2,1,12507000.0
140124,Agricultural Land,0,0.0,Suburban,1950,0,0,17252000.0
3102,Penthouse,3,2.5,Rural,1983,2,0,24509000.0
216092,Agricultural Land,0,0.0,Downtown,1950,0,0,28549000.0
2702,Independent House,2,2.5,Rural,2010,1,1,19031000.0
1742,Apartment,3,1.5,Downtown,2011,2,1,14444000.0
1597,Independent House,2,1.0,Downtown,2018,3,0,15811000.0
1391,Independent House,3,3.0,Suburban,2012,3,1,14584000.0
2476,Penthouse,3,1.0,Suburban,1993,2,0,22538000.0
1675,Apartment,1,2.0,Downtown,1977,2,0,13342000.0
2312,Independent House,2,1.5,Suburban,2019,1,1,19107000.0
936,Apartment,3,2.0,Rural,1962,3,0,6772000.0
1409,Apartment,1,1.5,Downtown,1992,2,1,12077000.0
3205,Villa,4,1.5,Suburban,1979,2,1,29841000.0
2159,Independent House,3,3.0,Suburban,1975,3,1,19189000.0
2531,Independent House,3,2.5,Suburban,2012,2,0,20628000.0
2385,Independent House,3,1.0,Suburban,2022,1,1,19615000.0
1880,Independent House,2,2.5,Suburban,2006,2,1,16920000.0
3099,Penthouse,3,1.5,Rural,2013,2,1,24646000.0
193219,Agricultural Land,0,0.0,Suburban,1950,0,0,23375000.0
51263,Agricultural Land,0,0.0,Rural,1950,0,0,5695000.0
1519,Penthouse,4,2.0,Suburban,1998,1,1,17818000.0
1127,Apartment,2,2.5,Rural,2001,1,1,7885000.0
2968,Villa,5,1.5,Downtown,2012,1,0,29918000.0
2231,Independent House,4,2.0,Downtown,1962,3,1,20416000.0
975,Apartment,2,2.5,Suburban,1994,2,0,9209000.0
3027,Penthouse,4,3.5,Rural,1995,2,1,25015000.0
765,Apartment,2,2.0,Downtown,1990,1,1,9292000.0
95218,Agricultural Land,0,0.0,Rural,1950,0,0,10400000.0
1616,Independent House,4,1.0,Downtown,1995,3,1,17498000.0
4459,Villa,4,1.5,Downtown,1950,1,1,38651000.0
3425,Villa,4,2.0,Downtown,2022,2,0,32535000.0
